"Name","PITCHER_THROWS","pitch_type","velo","brk_x","brk_z","spin_rate","extension"
"Mickey Scales","R","FB",94.211,-4.738,14.703,2362.117,6.4844
"Ken Strout","R","FB",91.207,4.153,9.73,2346.138,5.9195
"Billy Chapel","L","BRK",78.596,3.86,-0.729,2427.917,5.2397
"Mel Clark","R","FB",97.26,-8.901,6.491,2625.023,6.0472
"Jim Bowers","L","FB",94.894,4.561,11.983,2381.039,6.8735
"Gus Sinski","L","FB",87.994,6.464,7.232,2002.81,5.8136
"Rudy Bonilla","R","FB",91.12,-6.059,9.447,2135.514,6.4848
"Roger Bomman","R","BRK",76.62,7.232,-7.112,2333.632,5.8532
"Mel Clark","R","CH",86.926,-10.711,5.981,1553.911,6.679
"Lou Collins","L","CH",76.245,10.833,2.079,2135.339,6.1389
"Jake Taylor","R","FB",94.37,6.672,9.452,2247.015,7.0048
"Lou Collins","L","FB",91.513,3.372,11.158,2304.399,5.6624
"Terrence Mann","R","FB",88.822,-2.805,8.408,2211.17,6.8459
"Davis Birch","R","FB",83.819,2.212,6.576,2579.204,5.6012
"Roger Dorn","L","CH",78.443,-8.716,4.702,1979.07,6.4394
"Davis Birch","R","FB",87.15,-1.592,5.609,2712.969,4.8942
"Pedro Cerrano","R","FB",85.572,3.414,8.938,2104.949,6.3886
"Lou Brown","L","FB",89.293,-10.158,6.864,2002.173,5.9862
"Terrence Mann","R","FB",91.485,9.085,3.413,2091.873,6.6207
"Mel Clark","R","CH",86.134,4.542,9.353,1669.18,6.7755
"Ken Strout","R","FB",91.425,5.255,11.03,2399.929,5.8987
"Roger Dorn","L","FB",82.117,11.219,5.955,2351.775,6.4583
"Terrence Mann","R","CH",82.358,4.759,4.04,1492.963,6.613
"Larry Fisher","R","CH",83.095,-5.455,1.201,1462.899,6.446
"Roger Bomman","R","CH",89.244,-7.963,7.057,2250.435,6.2892
"Jack Bradfield","R","CH",86.806,8.455,3.194,1919.316,5.9195
"Ben Williams","L","BRK",82.049,-2.766,-0.302,2275.857,5.2474
"Lonnie Ritter","R","BRK",86.177,-2.834,-0.629,2361.491,4.6455
"Pedro Cerrano","R","FB",88.946,-6.633,9.689,2179.225,6.162
"Mickey Scales","R","FB",94.133,6.114,10.729,2262.041,5.7255
"Jack Bradfield","R","FB",96.547,9.664,10.568,2152.894,5.9345
"Terrence Mann","R","FB",90.053,-4.716,9.766,2067.179,6.9431
"Larry Fisher","R","FB",91.078,2.861,12.366,2116.924,6.7216
"Charlie Donovan","R","BRK",81.251,-1.067,-3.784,2490.826,5.6326
"Ken Strout","R","BRK",80.761,6.404,-3.162,2755.497,5.6602
"Lou Brown","L","FB",89.41,9.544,7.624,2055.895,5.9336
"Ben Williams","L","BRK",84.052,-1.478,3.983,2434.128,5.4459
"Roger Dorn","L","FB",88.512,9.196,9.336,2241.19,6.1022
"Charlie Donovan","R","BRK",81.472,0.747,-1.2,2403.707,5.114
"Charlie Donovan","R","CH",85.126,8.893,0.343,1700.379,6.1513
"Lonnie Ritter","R","FB",91.145,9.612,3.026,2075.807,5.4148
"Jack Bradfield","R","FB",94.353,-10.235,7.431,2067.411,6.1881
"Charlie Donovan","R","FB",89.305,-3.447,4.592,1547.156,5.9494
"Pedro Cerrano","R","BRK",75.896,1.064,-1.527,2114.637,5.4573
"George Knox","L","FB",91.774,-3.186,8.676,2492.229,7.0987
"Jim Bowers","L","FB",96.052,-2.872,11.443,2018.643,7.0107
"Hank Murphy","R","BRK",86.35,0.587,2.031,2689.177,5.6518
"Billy Chapel","L","BRK",76.847,-2.339,0.889,2435.607,5.3656
"Lou Collins","L","CH",78.193,9.932,1.58,2255.413,6.2133
"Lou Collins","L","CH",77.87,9.785,6.831,2298.21,5.7302
"Rigo Sanchez","L","FB",89.215,1.966,12.838,2113.095,5.9522
"Jack Bradfield","R","CH",88.186,7.875,-1.932,2048.314,5.4439
"Billy Chapel","L","BRK",81.421,4.933,-0.934,2743.248,5.1322
"Mel Clark","R","FB",92.591,10.121,9.958,2504.734,6.175
"Pedro Cerrano","R","FB",88.885,4.434,10.14,2224.843,6.0688
"Mickey Scales","R","FB",93.544,-6.608,11.775,2345.009,6.6205
"Lou Brown","L","BRK",74.795,4.358,2.185,1910.804,5.485
"Lou Brown","L","FB",90.663,10.311,6.6,2097.111,5.7316
"Charlie Donovan","R","FB",90.167,-6.353,7.065,2072.566,6.549
"Billy Chapel","L","FB",88.353,4.229,10.193,1957.73,5.5389
"Jack Bradfield","R","FB",97.044,7.65,8.176,2286.835,6.0785
"Lonnie Ritter","R","FB",92.361,8.943,4.057,2113.348,5.6103
"Gus Sinski","L","BRK",80.745,-3.168,-0.66,2401.17,5.2396
"Terrence Mann","R","FB",90.647,6.136,4.973,2178.031,6.8983
"Lonnie Ritter","R","FB",94.542,-9.299,5.546,2190.403,5.4976
"Billy Chapel","L","FB",89.877,4.871,8.402,2187.157,5.6415
"Hank Murphy","R","BRK",88.265,0.042,3.649,2700.066,6.2424
"Terrence Mann","R","FB",91.488,-5.109,6.299,2096.376,6.7592
"Ben Williams","L","FB",92.589,-5.929,11.558,2285.063,6.1273
"Ken Strout","R","FB",89.129,-16.745,-1.091,2410.49,6.0489
"Billy Chapel","L","CH",81.941,8.564,8.054,1634.477,5.6575
"Hank Murphy","R","BRK",84.283,-2.024,3.672,2758.58,5.6446
"Billy Heywood","L","FB",88.084,-5.199,10.324,2194.084,6.1677
"Terrence Mann","R","BRK",80.869,-6.063,4.258,2138.626,5.8852
"Ben Williams","L","CH",85.155,8.496,6.675,1789.911,5.9048
"Hank Murphy","R","BRK",86.766,1.569,1.784,2807.736,5.7401
"Terrence Mann","R","FB",89.133,-6.138,4.341,1998.888,6.5506
"Davis Birch","R","FB",83.001,2.848,7.138,2533.972,5.421
"Billy Chapel","L","FB",87.161,-21.468,16.758,2133.824,5.2415
"Rigo Sanchez","L","FB",88.976,3.718,10.408,2066.572,6.113
"Pedro Cerrano","R","BRK",75.009,3.695,0.676,2070.061,5.6772
"Rigo Sanchez","L","BRK",77.947,1.467,-7.522,2612.473,5.787
"Roger Dorn","L","FB",87.305,10.387,9.469,2317.734,6.3444
"Ken Strout","R","BRK",81.735,-3.906,-1.866,2786.943,5.5771
"Davis Birch","R","FB",87.44,-0.693,5.891,2636.561,5.1273
"Lou Collins","L","BRK",75.869,-8.258,-9.283,2746.231,5.4523
"Rudy Bonilla","R","BRK",73.844,1.984,0.221,1937.206,6.2277
"Larry Fisher","R","FB",90.003,-1.276,11.075,2054.847,6.8678
"Pedro Cerrano","R","FB",89.339,-4.977,10.54,2288.566,6.0392
"Roger Dorn","L","FB",90.401,8.682,9.145,2469.081,6.1317
"Charlie Donovan","R","BRK",82.639,0.414,-3.432,2339.599,5.6139
"Roger Bomman","R","FB",92.292,10.239,8.109,2382.586,6.3893
"Pedro Cerrano","R","FB",87.863,6.683,10.266,2172.742,6.0773
"Charlie Donovan","R","FB",93.476,-3.54,9.083,1861.873,5.6113
"Terrence Mann","R","BRK",78.093,8.407,0.082,2034.348,5.955
"Ken Strout","R","FB",91.945,4.129,10.066,2494.058,5.9086
"Lonnie Ritter","R","FB",92.619,-9.181,7.403,2068.48,5.6333
"Billy Chapel","L","BRK",76.551,-3.684,-0.888,2445.923,5.3335
"Mickey Scales","R","FB",94.284,4.143,12.707,2359.336,6.2412
"Charlie Donovan","R","BRK",82.429,1.163,-1.651,2520.585,5.3331
"Ben Williams","L","FB",91.847,7.063,10.665,2205.453,5.8847
"Charlie Donovan","R","BRK",82.645,1.505,-2.521,2587.699,5.4278
"Ken Strout","R","BRK",77.741,7.924,-2.814,2460.76,5.0551
"Lou Brown","L","BRK",75.426,-2.251,2.349,1920.773,6.0342
"Mickey Scales","R","FB",91.718,7.297,11.628,2152.186,6.3989
"Ken Strout","R","FB",92.32,-5.279,9.808,2583.692,6.0616
"Lou Collins","L","BRK",78.233,-7.413,-7.495,2817.341,5.3557
"Lou Brown","L","BRK",75.957,0.282,-0.456,1914.568,5.8518
"Larry Fisher","R","FB",92.138,4.433,10.797,2221.921,6.5242
"Lou Collins","L","FB",90.622,6.272,12.554,2119.461,6.14
"Jim Bowers","L","FB",93.741,-0.682,11.973,2460.047,7.331
"Lou Brown","L","BRK",75.81,4.271,3.406,1860.862,5.8151
"Rudy Bonilla","R","FB",89.188,5.435,7.858,2081.075,6.1402
"Ben Williams","L","FB",94.783,-5.629,11.392,2287.683,6.2208
"Jimmy Dougan","R","FB",87.048,9.952,5.048,1901.508,5.7708
"Rigo Sanchez","L","CH",84.048,-0.289,13.272,1899.29,5.9324
"Larry Fisher","R","BRK",82.721,-4.475,5.512,2024.419,5.9085
"Jake Taylor","R","CH",86.522,9.048,3.405,2005.793,7.0071
"Jimmy Pena","R","FB",88.408,-4.919,12.348,2334.472,6.1293
"Roger Dorn","L","FB",90.74,8.757,6.867,2480.198,6.3257
"Hank Murphy","R","BRK",87.715,-0.55,1.891,2711.533,6.3101
"Charlie Donovan","R","FB",89.956,-8.473,9.225,2217.011,5.6453
"Jim Bowers","L","FB",94.444,2.597,10.655,2426.137,7.1275
"Terrence Mann","R","BRK",78.507,6.036,0.787,1927.825,5.7827
"Hank Murphy","R","BRK",85.279,-0.087,3.962,2619.597,NA
"Lou Brown","L","FB",90.165,9.693,8.454,2149.097,5.8223
"Billy Chapel","L","FB",86.502,-7.41,8.836,2273.359,5.1937
"Lou Collins","L","CH",75.825,9.662,0.356,2224.585,5.9107
"Rigo Sanchez","L","FB",85.679,-1.198,13.762,1995.002,5.726
"Ken Strout","R","BRK",78.124,5.645,-2.279,2525.299,5.1549
"Roger Bomman","R","CH",85.357,6.434,8.321,2470.473,6.1698
"Pedro Cerrano","R","BRK",74.655,-4.128,-0.949,2330.686,5.4527
"Billy Heywood","L","CH",79.662,0.775,4.542,1005.921,5.6099
"Jack Bradfield","R","BRK",88.355,2.286,0.334,1947.901,5.8681
"George Knox","L","CH",90.55,-8.055,4.776,2079.744,6.3907
"Terrence Mann","R","FB",90.831,-8.238,8.822,2367.741,6.8783
"Gus Sinski","L","FB",88.996,6.01,4.495,2133.84,6.0436
"Billy Chapel","L","FB",90.432,-7.524,6.991,2214.196,5.5118
"Lou Brown","L","FB",88.637,-5.865,9.413,2135.723,6.0809
"Charlie Donovan","R","CH",84.453,7.774,7.266,1902.669,6.2569
"George Knox","L","BRK",85.682,3.662,0.629,2426.15,6.1513
"Roger Bomman","R","FB",92.911,7.28,5.906,2403.952,6.2837
"Jake Taylor","R","CH",86.57,9.212,7.065,1954.166,6.9748
"Roger Bomman","R","FB",91.797,5.55,9.313,2446.441,6.2126
"Lonnie Ritter","R","BRK",81.4,0.364,-1.904,2182.936,6.017
"Lonnie Ritter","R","CH",86.591,7.835,4.84,1487.86,6.3347
"Billy Chapel","L","FB",89.168,6.363,8.835,2264.256,5.4382
"Davis Birch","R","FB",84.095,-2.753,6.871,2614.673,5.3771
"Lou Brown","L","FB",89.765,11.796,6.886,2213.519,5.8728
"Lonnie Ritter","R","FB",93.987,-10.067,6.543,1980.302,5.7758
"Ben Williams","L","FB",91.117,-6.211,11.423,2065.41,6.1416
"Terrence Mann","R","FB",90.522,-9.213,5.895,2104.227,7.0452
"Jack Bradfield","R","FB",96.034,-8.721,8.849,2178.943,6.2135
"Mickey Hart","R","BRK",82.669,-7.368,1.499,2429.409,6.1349
"Ben Williams","L","CH",84.199,6.544,8.302,1857.91,5.7139
"Charlie Donovan","R","FB",89.325,-5.495,7.896,2062.236,6.1264
"Mickey Scales","R","FB",92.882,4.258,13.234,2381.232,6.3407
"Ben Williams","L","FB",90.475,4.09,10.427,2163.244,6.0088
"Davis Birch","R","FB",84.426,-6.292,4.698,2498.567,5.8277
"Ed Dweeb","R","FB",93.427,-10.215,4.632,2023.153,5.6474
"Billy Chapel","L","FB",89.93,10.921,7.432,2137.427,5.3896
"Gus Sinski","L","BRK",78.383,2.933,2.459,2508.097,5.8877
"Jack Bradfield","R","FB",96.848,-9.274,5.753,2229.035,6.0808
"Larry Fisher","R","CH",81.407,4.28,5.193,1240.23,6.2466
"Larry Fisher","R","FB",90.27,0.434,13.017,2063.907,6.7538
"George Knox","L","FB",92.99,3.537,8.24,2538.384,6.5867
"Lonnie Ritter","R","FB",93.848,8.707,4.483,1997.072,5.8111
"Rigo Sanchez","L","BRK",75.971,-4.704,-7.18,2594.099,5.496
"Roger Bomman","R","FB",92.859,7.768,8.751,2451.297,6.5164
"Rudy Bonilla","R","FB",88.053,-4.431,7.916,1809.214,6.5741
"Hank Murphy","R","FB",93.35,7.773,5.044,2473.623,6.4071
"Jake Taylor","R","CH",86.895,9.846,0.766,2126.151,6.9624
"Lonnie Ritter","R","FB",91.696,9.64,4.899,2125.744,5.7555
"Billy Heywood","L","FB",86.431,9.652,7.833,2074.709,5.9896
"Mickey Scales","R","FB",93.971,1.141,9.622,2359.323,6.5047
"Jimmy Dougan","R","BRK",78.055,7.734,-3.865,2765.573,5.0634
"Mel Clark","R","BRK",87.058,-1.371,6.533,1746.388,6.5823
"Billy Heywood","L","FB",88.699,-5.814,10.593,2202.168,5.9884
"Roger Dorn","L","FB",91.393,-9.144,9.1,2473.622,6.5748
"Hank Murphy","R","BRK",87.904,-3.244,3.484,2670.886,6.1462
"Ken Strout","R","FB",90.484,-10.764,3.065,2459.135,5.8402
"Billy Chapel","L","BRK",79.888,-3.857,1.179,2590.191,5.3434
"Jim Bowers","L","FB",91.952,1.484,12.398,2451.859,7.0657
"Ben Williams","L","BRK",82.006,-5.471,0.213,2422.495,5.7615
"Roger Dorn","L","CH",79.543,10.932,6.942,2326.15,6.2963
"Ben Williams","L","FB",92.16,-6.315,10.882,2172.952,6.1291
"Pete Klein","R","BRK",75.118,2.678,-6.966,1859.306,5.9588
"Mickey Hart","R","BRK",83.512,7.177,5.363,2501.347,5.9376
"Lou Brown","L","FB",90.776,9.369,8.242,1879.196,5.7867
"Ben Williams","L","BRK",81.869,2.133,2.464,2146.796,5.6567
"Billy Chapel","L","FB",90.518,-7.631,9.286,2305.659,5.326
"George Knox","L","FB",94.862,6.09,7.506,2592.413,6.5875
"Roger Dorn","L","FB",86.31,10.295,12.862,2298.132,6.067
"Lou Brown","L","BRK",74.016,4.085,8.204,2040.939,5.8046
"George Knox","L","BRK",81.403,-5.99,1.159,2357.063,6.844
"Bo Gentry","L","BRK",85.523,0.711,2.008,2270.665,5.9972
"Rudy Bonilla","R","FB",89.944,4.597,9.256,2095.501,6.6324
"Roger Dorn","L","FB",86.53,10.125,9.257,2321.265,6.687
"Ben Williams","L","BRK",77.228,-3.963,-8.001,1946.1,5.6572
"Rudy Bonilla","R","FB",91.776,7.683,7.057,2116.612,6.2627
"Jim Bowers","L","FB",94.416,1.61,16.744,2496.817,6.9648
"Charlie Donovan","R","BRK",82.107,0.309,-0.371,2388.289,5.5945
"Roger Dorn","L","FB",90.038,-10.091,9.684,2452.909,5.2964
"Ben Williams","L","CH",84.712,6.768,5.811,1816.425,5.871
"Lou Collins","L","BRK",78.27,-0.83,-10.044,2702.451,5.6143
"Lou Brown","L","FB",90.431,11.589,7.55,2088.744,5.8887
"Roger Dorn","L","CH",75.729,9.419,5.82,1876.357,5.7552
"Lonnie Ritter","R","FB",92.94,-6.817,5.935,2143.628,5.75
"Terrence Mann","R","BRK",78.864,8.681,-0.774,1970.586,5.8424
"Hank Murphy","R","BRK",88.249,3.394,2.546,2739.679,5.9233
"Roger Dorn","L","CH",79.121,-9.688,8.881,2215.694,6.0025
"Larry Fisher","R","FB",89.712,2.055,11.275,2238.899,6.5887
"Jim Bowers","L","FB",92.447,0.989,12.424,2410.719,7.3047
"Gus Sinski","L","FB",88.462,9.002,5.287,2149.549,5.6423
"Lonnie Ritter","R","FB",91.184,-7.186,6.186,2066.334,5.5623
"Mickey Scales","R","FB",92.982,3.629,11.513,2293.568,6.3862
"Jake Taylor","R","FB",92.256,-8.404,11.743,2117.311,7.2875
"Roger Bomman","R","CH",84.211,8.096,4.888,2409.496,6.1875
"Mel Clark","R","FB",94.63,-5.127,10.376,2545.544,6.1268
"Rudy Bonilla","R","FB",90.866,4.637,6.612,2108.884,6.3188
"Ben Williams","L","FB",93.759,-5.053,9.293,2125.722,6.2478
"Jack Bradfield","R","CH",88.231,7.124,3.94,2116.169,6.0775
"Ken Strout","R","FB",93.815,-1.73,9.821,2560.975,6.2708
"Larry Fisher","R","FB",94.255,-3.724,14.378,2300.194,6.4784
"Gus Sinski","L","FB",88.156,-5.211,6.745,2061.683,5.8885
"Lou Collins","L","FB",90.517,7.735,10.355,2183.999,5.7477
"Roger Bomman","R","CH",84.031,-6.714,2.279,2400.334,6.3416
"Rudy Bonilla","R","FB",91.22,7.788,8.612,2195.342,6.2545
"Charlie Donovan","R","CH",84.508,5.581,6.134,1454.631,6.1589
"Ed Dweeb","R","BRK",84.516,-1.047,2.729,2076.874,5.7826
"Lou Brown","L","FB",87.041,-7.62,6.99,2032.374,5.9292
"Lou Collins","L","CH",76.667,13.038,2.379,2361.909,5.9926
"Gus Sinski","L","FB",89.911,6.293,4.333,2133.24,5.8837
"Lou Collins","L","FB",90.173,-5.784,14.803,2183.286,5.7476
"Mickey Scales","R","FB",93.683,-6.652,10.078,2294.599,6.103
"Davis Birch","R","FB",86.767,-3.746,3.907,2936.61,5.7349
"Larry Fisher","R","CH",81.132,3.61,3.541,1347.684,6.1235
"Lou Brown","L","FB",90.204,10.335,7.3,2184.049,5.7782
"Gus Sinski","L","FB",87.789,7.142,8.165,2115.644,5.7429
"Jim Bowers","L","FB",92.912,1.759,11.54,2317.249,7.4289
"Charlie Donovan","R","FB",91.986,5.987,3.038,2171.642,6.3721
"Lonnie Ritter","R","BRK",83,1.23,0.693,2379.614,5.2169
"Charlie Donovan","R","FB",89.981,4.026,8.302,2130.265,6.2752
"Ken Strout","R","FB",90.046,-3.224,7.876,2442.318,6.0975
"Roger Bomman","R","BRK",76.072,7.414,-3.412,2329.973,5.3771
"Billy Chapel","L","CH",81.151,22.622,16.784,1807.941,5.4518
"Jimmy Pena","R","FB",88.343,5.059,10.083,2285.338,5.9306
"Davis Birch","R","FB",87.505,-2.419,5.813,2632.929,5.2274
"Lou Brown","L","FB",89.576,-10.706,6.234,2229.588,5.8029
"Pedro Cerrano","R","FB",86.234,-4.311,11.98,2114.345,6.3893
"Pete Klein","R","BRK",71.439,-3.789,-8.066,1928.324,5.8224
"Charlie Donovan","R","FB",88.369,-8.93,7.355,2217.559,5.5855
"Lou Brown","L","FB",89.619,11.574,8.035,2192.536,5.8672
"Roger Dorn","L","FB",88.335,-10.359,9.195,2477.909,6.7622
"Hank Murphy","R","BRK",85.86,-1.466,0.428,2732.87,5.6206
"Billy Chapel","L","BRK",72.957,-1.885,-0.704,2437.352,4.8691
"Lonnie Ritter","R","FB",92.445,-7.907,6.038,2010.631,5.722
"Davis Birch","R","FB",84.691,-2.629,5.431,2702.98,5.2424
"Ken Strout","R","FB",92.872,-2.399,9.103,2543.612,6.5613
"Charlie Donovan","R","BRK",83.359,-2,-3.119,2312.818,5.6089
"Jack Bradfield","R","FB",97.266,-8.035,9.21,2219.417,5.9
"Lou Brown","L","BRK",75.325,-2.985,3.477,1865.611,5.9839
"Mickey Scales","R","FB",93.875,4.248,12.486,2311.176,6.3135
"Gus Sinski","L","FB",86.997,7.648,6.777,2101.362,5.9052
"George Knox","L","FB",94.962,-7.541,5.869,2602.784,6.7883
"Billy Chapel","L","BRK",81.572,2.252,0.44,2700.438,5.608
"Terrence Mann","R","BRK",80.668,-6.061,2.591,2024.557,5.8297
"Lou Brown","L","FB",88.152,-8.276,10.958,2097.896,6.0629
"Charlie Donovan","R","FB",89.209,-5.874,8.561,1830.871,5.8586
"Rigo Sanchez","L","FB",87.343,-0.548,13.596,2059.312,5.7624
"Hank Murphy","R","CH",84.91,9.238,2.778,1799.521,NA
"Charlie Donovan","R","BRK",81.666,16.545,9.794,2355.802,5.2441
"Charlie Donovan","R","FB",91.412,-8.421,7.613,2177.818,6.333
"Mickey Scales","R","FB",92.859,9.29,9.131,2415.224,6.0195
"Hank Murphy","R","FB",93.286,-3.872,8.644,2483.394,6.8838
"Roger Bomman","R","FB",93.79,6.694,8.309,2563.729,6.6219
"Lonnie Ritter","R","BRK",83.46,-2.2,-2.021,2313.621,5.2745
"Pedro Cerrano","R","FB",89.08,-6.7,10.112,2277.954,6.2688
"Hank Murphy","R","BRK",88.144,1.121,-0.565,2894.251,6.1394
"Ben Williams","L","CH",81.888,9.214,6.923,1738.02,5.944
"Jim Bowers","L","FB",93.78,1.948,12.472,2519.662,7.2064
"Mickey Scales","R","BRK",83.897,2.451,4.54,2790.2,6.1553
"Terrence Mann","R","BRK",77.507,6.321,-1.389,1776.231,6.1558
"Pedro Cerrano","R","BRK",80.895,1.315,2.365,2211.527,6.0771
"Hank Murphy","R","FB",94.055,-5.392,8.001,2442.958,6.5653
"Hank Murphy","R","FB",94.823,5.2,9.326,2492.983,6.506
"Larry Fisher","R","BRK",79.087,-5.458,3.81,1951.083,5.519
"Jim Bowers","L","FB",93.617,-3.21,14.279,2424.987,6.9267
"Billy Chapel","L","FB",89.803,8.279,4.779,2237.217,5.3283
"Terrence Mann","R","FB",90.835,8.839,5.65,2156.356,6.8046
"Davis Birch","R","FB",88.369,3.507,6.402,2816.477,5.8597
"Billy Chapel","L","FB",87.472,11.205,8.203,2190.115,5.4561
"Jake Taylor","R","FB",91.596,6.945,5.55,2153.401,7.2334
"Roger Dorn","L","CH",77.834,12.548,6.982,2131.342,6.2498
"Jake Taylor","R","FB",92.976,2.418,5.792,2276.712,7.0438
"Roger Bomman","R","FB",92.851,-4.593,7.355,2529.771,6.5336
"Jack Bradfield","R","FB",99.309,13.61,8.581,2073.732,6.2114
"Billy Chapel","L","BRK",77.72,-5.654,-1.551,2667.636,5.3243
"Hank Murphy","R","CH",84.746,5.998,2.473,1726.093,6.6729
"Jack Bradfield","R","FB",97.059,5.462,13.596,2234.325,6.2128
"Ken Strout","R","FB",89.517,-6.44,9.225,2461.435,6.1175
"Charlie Donovan","R","FB",92.856,6.913,3.935,2349.217,6.2477
"Lonnie Ritter","R","FB",94.156,9.887,4.941,2066.754,5.6352
"Davis Birch","R","FB",84.538,-3.021,4.974,2519.615,5.652
"Rudy Bonilla","R","CH",78.887,9.091,5.649,1621.701,6.8452
"Larry Fisher","R","FB",91.255,-0.783,6.296,2041.205,7.1173
"Ken Strout","R","BRK",81.64,-8.466,-1.019,2713.502,4.8799
"Mickey Scales","R","FB",93.76,3.697,13.319,2423.433,6.246
"Charlie Donovan","R","FB",90.521,-5.061,6.091,1927.024,6.1345
"Davis Birch","R","FB",85.489,-1.111,8.326,2523.816,5.846
"Lou Brown","L","FB",91.293,7.746,6.45,2074.248,5.8837
"Lonnie Ritter","R","CH",83.509,7.145,6.763,1470.857,6.1794
"Jim Bowers","L","FB",85.033,3.711,5.169,1435.718,6.4999
"Charlie Donovan","R","FB",89.502,-6.483,9.961,1901.234,5.8832
"Jake Taylor","R","FB",91.034,7.561,6.46,2187.8,7.2421
"Charlie Donovan","R","BRK",76.754,-0.034,-3.794,2421.018,5.2578
"Terrence Mann","R","FB",92.736,9.265,8.081,2155.727,6.7093
"Charlie Donovan","R","FB",91.585,7.249,3.141,2138.186,6.095
"Gus Sinski","L","CH",79.237,10.814,4.007,1995.412,5.7609
"Lou Collins","L","CH",74.845,9.7,1.766,2387.986,5.925
"Jim Bowers","L","BRK",75.217,3.34,-8.809,2350.09,6.6822
"Hank Murphy","R","BRK",84.163,0.714,1.756,2613.714,5.6021
"Ken Strout","R","FB",93.134,-4.567,9.104,2532.253,6.5014
"Ben Williams","L","FB",93.088,6.501,11.128,2353.119,5.6727
"Charlie Donovan","R","FB",89.298,4.427,4.77,1929.224,6.0299
"Lou Brown","L","FB",89.326,10.186,6.206,1950.023,5.6933
"Mickey Scales","R","BRK",80.474,2.445,3.047,2539.702,6.2044
"Ben Williams","L","BRK",76.532,-3.557,-5.501,1711.336,5.8266
"Lonnie Ritter","R","FB",93.295,7.897,7.466,1975.604,5.4458
"Lou Collins","L","FB",91.892,3.839,11.345,2145.368,6.0152
"Jake Taylor","R","FB",94.957,7.156,5.584,2263.58,6.7267
"Pedro Cerrano","R","FB",87.609,-5.753,7.116,2214.458,6.2662
"Mickey Scales","R","FB",93.803,-5.934,10.202,2433.8,6.0656
"Mickey Scales","R","FB",94.445,-3.065,13.92,2367.605,6.3791
"Ben Williams","L","FB",94.338,6.332,11.188,2246.283,6.1234
"Mel Clark","R","BRK",79.09,-6.754,-1.78,2339.272,5.9248
"Mel Clark","R","BRK",80.779,-7.253,4.691,2281.586,5.7034
"Ken Strout","R","BRK",79.974,6.271,0.16,2578.562,5.5918
"Rudy Bonilla","R","FB",91.321,9.086,8.135,2198.715,6.2616
"Hank Murphy","R","CH",84.214,1.997,1.414,2188.625,6.9432
"Lonnie Ritter","R","FB",91.593,-7.148,6.676,2011.065,5.535
"Hank Murphy","R","BRK",88.831,0.092,1.783,2759.304,5.8228
"Lou Collins","L","CH",74.996,10.456,0.113,2357.497,6.438
"Hank Murphy","R","FB",94.598,6.17,7.571,2392.545,6.5913
"Larry Fisher","R","BRK",80.373,-2.855,-0.684,1871.643,6.2269
"Lou Collins","L","CH",76.351,8.811,0.644,2266.546,6.2281
"Lonnie Ritter","R","FB",93.317,9.488,4.942,2000.432,5.6259
"Billy Chapel","L","BRK",79.805,-4.991,-2.22,2642.617,5.0759
"Bo Gentry","L","BRK",81.131,-0.37,1.451,2243.939,5.7946
"Jack Bradfield","R","BRK",85.572,4.28,-0.642,2089.82,5.3075
"Lonnie Ritter","R","FB",91.178,7.668,4.065,1996.166,5.7791
"George Knox","L","BRK",82.21,5.791,0.882,2324.878,6.883
"Terrence Mann","R","FB",89.659,8.798,4.233,2094.079,6.7546
"Roger Dorn","L","FB",88.969,11.472,8.186,2385.344,6.3004
"Ben Williams","L","CH",82.524,7.57,9.85,1876.497,5.5468
"Hank Murphy","R","BRK",82.734,3.322,-1.23,2303.493,6.752
"Pedro Cerrano","R","FB",89.775,-5.525,8.485,2342.94,6.0698
"Davis Birch","R","FB",85.777,-2.017,6.367,2693.452,5.8847
"Charlie Donovan","R","BRK",81.336,-0.979,-1.765,2393.723,5.2582
"Terrence Mann","R","FB",91.224,5.372,4.892,2096.832,6.751
"Charlie Donovan","R","FB",90.518,4.206,5.801,2022.575,5.7603
"Ben Williams","L","BRK",81.402,2.818,1.692,2565.014,4.959
"Charlie Donovan","R","BRK",83.021,-1.365,-1.621,2483.969,5.559
"Pedro Cerrano","R","FB",89.071,6.354,10.125,2134.719,6.2934
"Mel Clark","R","FB",92.682,-6.793,7.89,2530.162,6.235
"Terrence Mann","R","BRK",79.452,5.213,1.854,1868.731,6.0736
"Ben Williams","L","FB",94.994,-4.405,12.197,2382.603,6.1791
"Pedro Cerrano","R","BRK",74.873,4.48,-1.46,2034.201,5.7787
"Lou Collins","L","CH",73.792,7.766,0.633,2303.831,6.2293
"Roger Dorn","L","FB",88.258,11.235,8.878,2398.092,6.2619
"Ben Williams","L","FB",94.936,7.107,8.842,2134.138,5.9176
"Ken Strout","R","FB",93.146,-1.131,10.714,2586.407,6.1717
"Lou Collins","L","BRK",76.561,-7.487,-6.748,2790.634,5.7452
"Ben Williams","L","FB",91.982,2.722,11.111,2108.965,6.1378
"Jake Taylor","R","FB",91.665,-7.212,7.554,2160.571,7.0413
"Davis Birch","R","BRK",76.24,-4.405,-6.672,2981.514,5.1366
"Rudy Bonilla","R","FB",91.321,-5.093,8.545,2118.031,6.6403
"Ken Strout","R","FB",91.088,-4.79,12.307,2529.571,5.8928
"Hank Murphy","R","BRK",87.64,-3.466,3.687,2879.935,5.863
